#?RADIANCE
dctimestep matrices/tutorial_room_5pm_sensors_blinds_20deg_BSDF.dsmx weather/NY_sky_day01_direct_sun.smx
CAPDATE= 2019:08:16 12:02:30
GMT= 2019:08:16 10:02:30
NROWS=135
NCOLS=24
NCOMP=3
FORMAT=ascii

0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	2.640514e-03 2.640514e-03 2.640514e-03	1.834340e-02 1.834340e-02 1.834340e-02	4.732169e-02 4.732167e-02 4.732168e-02	3.276878e-02 3.276878e-02 3.276878e-02	5.604136e-02 5.604135e-02 5.604135e-02	5.249016e-02 5.249016e-02 5.249015e-02	3.950195e-02 3.950195e-02 3.950195e-02	2.312659e-02 2.312659e-02 2.312659e-02	1.243237e-03 1.243237e-03 1.243237e-03	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	3.001564e-03 3.001564e-03 3.001564e-03	2.224945e-02 2.224945e-02 2.224945e-02	4.847477e-02 4.847476e-02 4.847477e-02	3.422497e-02 3.422497e-02 3.422497e-02	5.146344e-02 5.146344e-02 5.146343e-02	5.527726e-02 5.527726e-02 5.527726e-02	4.072720e-02 4.072720e-02 4.072720e-02	2.437706e-02 2.437706e-02 2.437705e-02	1.311835e-03 1.311835e-03 1.311835e-03	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	3.352843e-03 3.352843e-03 3.352843e-03	2.972807e-02 2.972807e-02 2.972807e-02	6.139050e-02 6.139050e-02 6.139050e-02	4.137601e-02 4.137601e-02 4.137601e-02	7.208453e-02 7.208452e-02 7.208452e-02	7.160228e-02 7.160227e-02 7.160227e-02	5.562391e-02 5.562391e-02 5.562391e-02	3.067537e-02 3.067537e-02 3.067537e-02	1.696437e-03 1.696437e-03 1.696437e-03	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	5.552864e-03 5.552864e-03 5.552864e-03	4.416779e-02 4.416779e-02 4.416779e-02	9.377386e-02 9.377386e-02 9.377386e-02	6.523878e-02 6.523878e-02 6.523878e-02	1.152043e-01 1.152043e-01 1.152043e-01	1.119380e-01 1.119380e-01 1.119380e-01	7.861427e-02 7.861427e-02 7.861427e-02	4.649445e-02 4.649445e-02 4.649445e-02	2.617049e-03 2.617049e-03 2.617049e-03	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	7.263447e-03 7.263447e-03 7.263442e-03	5.702761e-02 5.702761e-02 5.702761e-02	1.306789e-01 1.306789e-01 1.306789e-01	9.042026e-02 9.042026e-02 9.042026e-02	1.396311e-01 1.396311e-01 1.396311e-01	1.434916e-01 1.434916e-01 1.434916e-01	1.027111e-01 1.027111e-01 1.027111e-01	6.531295e-02 6.531295e-02 6.531295e-02	3.418690e-03 3.418690e-03 3.418690e-03	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	9.577679e-03 9.577679e-03 9.577679e-03	7.500483e-02 7.500483e-02 7.500483e-02	1.613908e-01 1.613908e-01 1.613908e-01	1.169034e-01 1.169034e-01 1.169034e-01	1.826366e-01 1.826365e-01 1.826365e-01	1.794732e-01 1.794732e-01 1.794732e-01	1.289347e-01 1.289347e-01 1.289347e-01	8.102916e-02 8.102916e-02 8.102916e-02	4.481247e-03 4.481247e-03 4.481247e-03	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	1.158902e-02 1.158902e-02 1.158902e-02	8.897378e-02 8.897378e-02 8.897378e-02	1.909165e-01 1.909164e-01 1.909164e-01	1.420148e-01 1.420148e-01 1.420148e-01	2.219739e-01 2.219739e-01 2.219738e-01	1.975743e-01 1.975742e-01 1.975742e-01	1.918286e+01 1.918286e+01 1.918286e+01	1.006310e-01 1.006310e-01 1.006310e-01	5.336153e-03 5.336153e-03 5.336153e-03	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	1.382191e-02 1.382191e-02 1.382191e-02	1.102533e-01 1.102533e-01 1.102533e-01	2.391638e-01 2.391638e-01 2.391638e-01	1.751540e-01 1.751540e-01 1.751540e-01	2.801296e-01 2.801296e-01 2.801296e-01	2.500319e-01 2.500319e-01 2.500319e-01	1.920850e+01 1.920850e+01 1.920850e+01	1.222952e-01 1.222952e-01 1.222952e-01	6.658300e-03 6.658300e-03 6.658300e-03	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	1.782328e-02 1.782328e-02 1.782328e-02	1.404097e-01 1.404097e-01 1.404097e-01	2.994525e-01 2.994524e-01 2.994524e-01	2.226061e-01 2.226061e-01 2.226061e-01	3.190820e-01 3.190819e-01 3.190819e-01	1.400812e+01 1.400811e+01 1.400811e+01	1.926138e+01 1.926138e+01 1.926138e+01	1.560424e-01 1.560424e-01 1.560424e-01	8.603697e-03 8.603697e-03 8.603697e-03	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	2.418054e-02 2.418054e-02 2.418054e-02	1.946607e-01 1.946607e-01 1.946607e-01	4.098296e-01 4.098296e-01 4.098296e-01	2.894284e-01 2.894283e-01 2.894283e-01	3.978650e-01 3.978649e-01 3.978649e-01	1.408908e+01 1.408908e+01 1.408908e+01	1.935608e+01 1.935608e+01 1.935608e+01	2.056955e-01 2.056955e-01 2.056955e-01	1.146384e-02 1.146384e-02 1.146384e-02	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00	0.000000e+00 0.000000e+00 0.000000e+00
